timestamp,cpu_freq,ram
2022-03-09 15:16:26.939421,1696.0,8825892864
2022-03-09 15:16:27.950092,1696.0,8828018688
2022-03-09 15:16:28.965492,1696.0,8839163904
2022-03-09 15:16:29.967380,1696.0,8833531904
2022-03-09 15:16:30.979612,1696.0,8824791040
2022-03-09 15:16:31.983905,1696.0,8816484352
2022-03-09 15:16:33.000944,1696.0,8813158400
2022-03-09 15:16:34.005485,1696.0,8794456064
2022-03-09 15:16:35.007403,1696.0,8795062272
2022-03-09 15:16:36.023741,1696.0,8789757952
2022-03-09 15:16:37.032894,1696.0,8793944064
2022-03-09 15:16:38.050079,1696.0,8786288640
2022-03-09 15:16:39.054202,1696.0,8801280000
2022-03-09 15:16:40.058596,1696.0,8792403968
2022-03-09 15:16:41.074970,1696.0,8791121920
2022-03-09 15:16:42.088605,1696.0,8792182784
2022-03-09 15:16:43.103563,1696.0,8782868480
2022-03-09 15:16:44.116926,1696.0,8783204352
2022-03-09 15:16:45.121019,1696.0,8788295680
2022-03-09 15:16:46.123117,1696.0,8790401024
2022-03-09 15:16:47.125089,1696.0,8785637376
2022-03-09 15:16:48.140295,1696.0,8788402176
2022-03-09 15:16:49.156349,1696.0,8782741504
2022-03-09 15:16:50.160886,1696.0,8787283968
2022-03-09 15:16:51.166322,1696.0,8784039936
2022-03-09 15:16:52.183845,1696.0,8786591744
2022-03-09 15:16:53.185582,1696.0,8782905344
2022-03-09 15:16:54.199516,1696.0,8785141760
2022-03-09 15:16:55.200662,1696.0,8778174464
2022-03-09 15:16:56.202317,1696.0,8784891904
2022-03-09 15:16:57.205298,1696.0,8782684160
2022-03-09 15:16:58.216016,1696.0,8787619840
2022-03-09 15:16:59.229442,1696.0,8802172928
2022-03-09 15:17:00.246306,1696.0,8821129216
2022-03-09 15:17:01.246334,1696.0,8844419072
2022-03-09 15:17:02.261841,1696.0,8845672448
2022-03-09 15:17:03.273864,1696.0,8843743232
2022-03-09 15:17:04.284375,1696.0,8843288576
2022-03-09 15:17:05.299747,1696.0,8839946240
2022-03-09 15:17:06.314463,1696.0,8839688192
2022-03-09 15:17:07.329475,1696.0,8830074880
2022-03-09 15:17:08.343981,1696.0,8806957056
2022-03-09 15:17:09.350452,1696.0,8798900224
2022-03-09 15:17:10.358362,1696.0,8802992128
2022-03-09 15:17:11.362559,1696.0,8799059968
2022-03-09 15:17:12.376910,1696.0,8800616448
2022-03-09 15:17:13.390179,1696.0,8798212096
2022-03-09 15:17:14.392442,1696.0,8794595328
2022-03-09 15:17:15.397476,1696.0,8798031872
2022-03-09 15:17:16.399225,1696.0,8797077504
2022-03-09 15:17:17.404501,1696.0,8785219584
2022-03-09 15:17:18.419539,1696.0,8785563648
2022-03-09 15:17:19.424811,1696.0,8781557760
2022-03-09 15:17:20.440113,1696.0,8782364672
2022-03-09 15:17:21.455734,1696.0,8778461184
2022-03-09 15:17:22.467503,1696.0,8777670656
2022-03-09 15:17:23.482094,1696.0,8778121216
2022-03-09 15:17:24.498564,1696.0,8776650752
2022-03-09 15:17:25.516075,1696.0,8776708096
2022-03-09 15:17:26.531546,1696.0,8777764864
2022-03-09 15:17:27.540083,1696.0,8773160960
2022-03-09 15:17:28.552868,1696.0,8777355264
2022-03-09 15:17:29.569166,1696.0,8779862016
2022-03-09 15:17:30.580500,1696.0,8777883648
2022-03-09 15:17:31.591750,1696.0,8776671232
2022-03-09 15:17:32.605581,1696.0,8777908224
2022-03-09 15:17:33.607794,1696.0,8778809344
2022-03-09 15:17:34.621390,1696.0,8774942720
2022-03-09 15:17:35.635703,1696.0,8776970240
2022-03-09 15:17:36.647633,1696.0,8776740864
2022-03-09 15:17:37.658573,1696.0,8773189632
2022-03-09 15:17:38.669923,1696.0,8774918144
2022-03-09 15:17:39.685134,1696.0,8776335360
2022-03-09 15:17:40.695761,1696.0,8777818112
2022-03-09 15:17:41.699215,1696.0,8790839296
2022-03-09 15:17:42.712222,1696.0,8789499904
2022-03-09 15:17:43.718352,1696.0,8793763840
2022-03-09 15:17:44.730186,1696.0,8798625792
2022-03-09 15:17:45.749897,1696.0,8784412672
2022-03-09 15:17:46.765636,1696.0,8786956288
2022-03-09 15:17:47.779210,1696.0,8781664256
2022-03-09 15:17:48.793262,1696.0,8785006592
2022-03-09 15:17:49.808107,1696.0,8778956800
2022-03-09 15:17:50.823577,1696.0,8780464128
2022-03-09 15:17:51.840091,1696.0,8777908224
2022-03-09 15:17:52.845123,1696.0,8783732736
2022-03-09 15:17:53.861405,1696.0,8778817536
2022-03-09 15:17:54.878194,1696.0,8774770688
2022-03-09 15:17:55.890001,1696.0,8769306624
2022-03-09 15:17:56.893234,1696.0,8774258688
2022-03-09 15:17:57.896546,1696.0,8770117632
2022-03-09 15:17:58.903403,1696.0,8773943296
2022-03-09 15:17:59.907558,1696.0,8775680000
2022-03-09 15:18:00.919597,1696.0,8810934272
2022-03-09 15:18:01.930027,1696.0,8805892096
2022-03-09 15:18:02.944994,1696.0,8800407552
2022-03-09 15:18:03.958281,1696.0,8792702976
2022-03-09 15:18:04.959933,1696.0,8801251328
2022-03-09 15:18:05.966364,1696.0,8794050560
2022-03-09 15:18:06.968784,1696.0,8779505664
2022-03-09 15:18:07.982080,1696.0,8772583424
2022-03-09 15:18:08.987482,1696.0,8772145152
2022-03-09 15:18:10.001496,1696.0,8771690496
2022-03-09 15:18:11.005566,1696.0,8770183168
2022-03-09 15:18:12.021267,1696.0,8769179648
2022-03-09 15:18:13.038619,1696.0,8763465728
2022-03-09 15:18:14.053116,1696.0,8769032192
2022-03-09 15:18:15.070152,1696.0,8766271488
2022-03-09 15:18:16.087619,1696.0,8766267392
2022-03-09 15:18:17.103258,1696.0,8762462208
2022-03-09 15:18:18.110629,1696.0,8764903424
2022-03-09 15:18:19.113663,1696.0,8763490304
2022-03-09 15:18:20.118663,1696.0,8757874688
2022-03-09 15:18:21.128797,1696.0,8762441728
2022-03-09 15:18:22.132007,1696.0,8758988800
2022-03-09 15:18:23.147789,1696.0,8769814528
2022-03-09 15:18:24.165820,1696.0,8765718528
2022-03-09 15:18:25.171466,1696.0,8766767104
2022-03-09 15:18:26.175969,1696.0,8755875840
2022-03-09 15:18:27.179682,1696.0,8751607808
2022-03-09 15:18:28.189454,1696.0,8746086400
2022-03-09 15:18:29.197595,1696.0,8753197056
2022-03-09 15:18:30.204182,1696.0,8749731840
2022-03-09 15:18:31.213709,1696.0,8752013312
2022-03-09 15:18:32.228286,1696.0,8782761984
2022-03-09 15:18:33.244603,1696.0,8790081536
2022-03-09 15:18:34.260009,1696.0,8786776064
2022-03-09 15:18:35.275365,1696.0,8789798912
2022-03-09 15:18:36.280726,1696.0,8784683008
2022-03-09 15:18:37.285716,1696.0,8772784128
2022-03-09 15:18:38.287706,1696.0,8786190336
2022-03-09 15:18:39.300068,1696.0,8787714048
2022-03-09 15:18:40.313163,1696.0,8800657408
2022-03-09 15:18:41.327821,1696.0,8780890112
2022-03-09 15:18:42.328730,1696.0,8760868864
2022-03-09 15:18:43.334049,1696.0,8762585088
2022-03-09 15:18:44.342072,1696.0,8763965440
2022-03-09 15:18:45.346332,1696.0,8766746624
2022-03-09 15:18:46.352623,1696.0,8768200704
2022-03-09 15:18:47.357668,1696.0,8769646592
2022-03-09 15:18:48.364223,1696.0,8768438272
2022-03-09 15:18:49.371066,1696.0,8764809216
2022-03-09 15:18:50.376582,1696.0,8767021056
2022-03-09 15:18:51.388552,1696.0,8760201216
2022-03-09 15:18:52.392617,1696.0,8758837248
2022-03-09 15:18:53.409115,1696.0,8757190656
2022-03-09 15:18:54.413578,1696.0,8755052544
2022-03-09 15:18:55.428478,1696.0,8757501952
2022-03-09 15:18:56.443478,1696.0,8755994624
2022-03-09 15:18:57.448100,1696.0,8756625408
2022-03-09 15:18:58.452841,1696.0,8755138560
2022-03-09 15:18:59.458111,1696.0,8757235712
